Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
marcus_attack_scene_70ebc16f	narrator	Она узнавала этот взгляд Неон – такой же был у нее в те моменты, когда она рассказывала о своих самых мрачных снах или о чувстве преследования.	game/game-scripts/chapters/chapter_1.rpy	1328	narrator "[what]"
marcus_attack_scene_b3084ad7	narrator	Но Неон еще не закончила. Ее грудь тяжело вздымалась.	game/game-scripts/chapters/chapter_1.rpy	1328	narrator "[what]"
marcus_attack_scene_dc5f86a6	narrator	Она обошла распростертое тело Маркуса, нависая над ним, как хищник над добычей. Стул все еще был в ее руках.	game/game-scripts/chapters/chapter_1.rpy	1328	narrator "[what]"
marcus_attack_scene_24aaff8a	narrator	Она медленно подняла его в третий раз, целясь в голову.	game/game-scripts/chapters/chapter_1.rpy	1348	narrator "[what]"
marcus_attack_scene_b0d66a1e	narrator	В этот момент, за мгновение до удара, лицо Маркуса, искаженное болью и страхом, на секунду прояснилось.	game/game-scripts/chapters/chapter_1.rpy	1348	narrator "[what]"
marcus_attack_scene_ada73cac	narrator	В его глазах мелькнуло что-то похожее на понимание... или смирение?	game/game-scripts/chapters/chapter_1.rpy	1348	narrator "[what]"
marcus_attack_scene_ee4a6119	narrator	Неон начала замахиваться для третьего удара, но она пошатнулась, увидев лицо Маркуса. На секунду она вернулась в чувства, потеряв равновесие.	game/game-scripts/chapters/chapter_1.rpy	1348	narrator "[what]"
marcus_attack_scene_a7e6db35	narrator	Неон стояла над ним, тяжело дыша. Стул со стуком выпал из ее ослабевших рук за её спину.	game/game-scripts/chapters/chapter_1.rpy	1360	narrator "[what]"
marcus_attack_scene_2e9bbb00	narrator	Красная пелена ярости медленно начала спадать с ее глаз, уступая место холодному, звенящему ужасу от содеянного.	game/game-scripts/chapters/chapter_1.rpy	1363	narrator "[what]"
marcus_attack_scene_1cea95a8	narrator	Она смотрела на свои руки, потом на Маркуса у ее ног.	game/game-scripts/chapters/chapter_1.rpy	1363	narrator "[what]"
marcus_attack_scene_40e52e51	narrator	В коридоре повисла оглушительная тишина, нарушаемая только прерывистым дыханием Неон и тихими всхлипами Алекс, которая все еще сидела у стены.	game/game-scripts/chapters/chapter_1.rpy	1363	narrator "[what]"
marcus_attack_scene_01888ed0	narrator	И тут, как будто издалека, донесся голос Ханса:	game/game-scripts/chapters/chapter_1.rpy	1363	narrator "[what]"
marcus_attack_scene_74706b7e	hans	Эй! Я слышу грохот! Что у вас там происходит?!	game/game-scripts/chapters/chapter_1.rpy	1373	hans "[what]"
escape_sequence_start_75b5bfb3	narrator	Неон смотрела на Маркуса, скрючившегося на полу, на свои дрожащие руки. В ушах звенело. Ярость ушла, оставив после себя ледяной ужас и тошнотворную пустоту.	game/game-scripts/chapters/chapter_1.rpy	1382	narrator "[what]"
escape_sequence_start_3d722e8e	narrator	Голос Ханса, кричащий из-за двери, становился все громче, к нему добавился звук шагов. Уже слышен лязг ключей в замке двери, ведущей на лестничную клетку.	game/game-scripts/chapters/chapter_1.rpy	1382	narrator "[what]"
escape_sequence_start_3c66c78e	narrator	Алекс вскочила на ноги, ее лицо было бледным, но решительным.	game/game-scripts/chapters/chapter_1.rpy	1390	narrator "[what]"
escape_sequence_start_e83aa5d7	alex	Неон! Очнись! Мы должны бежать! Сейчас же!	game/game-scripts/chapters/chapter_1.rpy	1395	alex "[what]"
escape_sequence_start_7a7691d8	narrator	Слова Алекс с трудом пробивались сквозь вату в ушах Неон. Бежать? Куда? Зачем? Все уже кончено.	game/game-scripts/chapters/chapter_1.rpy	1396	narrator "[what]"
escape_sequence_start_4c1dcb49	neon	 Я... я его... Алекс...	game/game-scripts/chapters/chapter_1.rpy	1398	neon "[what]"
escape_sequence_start_8f70b390	alex	Потом! Думать будем потом! Если тебя здесь найдут, тебе конец! Слышишь? Конец! Бежим!	game/game-scripts/chapters/chapter_1.rpy	1400	alex "[what]"
escape_sequence_start_354a50ad	narrator	Инстинкт самосохранения, подстегнутый паникой в голосе Алекс, взял верх. Неон, все еще на ватных ногах, позволила утащить себя за собой.	game/game-scripts/chapters/chapter_1.rpy	1406	narrator "[what]"
escape_sequence_start_e5ff3218	hans	Какого черта?! Охрану на Уровень 1! И врача! Немедленно!	game/game-scripts/chapters/chapter_1.rpy	1409	hans "[what]"
escape_sequence_start_d3aa641b	narrator	Крик Ханса за спиной подхлестнул их, как удар хлыста. Они бросились к лифтам.	game/game-scripts/chapters/chapter_1.rpy	1411	narrator "[what]"
escape_sequence_start_dc06bd0d	alex	Нет, не в лифт! Они его заблокируют! На лестницу!	game/game-scripts/chapters/chapter_1.rpy	1413	alex "[what]"
escape_sequence_start_fd8eff3d	narrator	Они свернули к другой двери – пожарному выходу.	game/game-scripts/chapters/chapter_1.rpy	1415	narrator "[what]"
escape_sequence_start_276cd155	narrator	Они вырвались на узкую, тускло освещенную служебную лестницу.	game/game-scripts/chapters/chapter_1.rpy	1415	narrator "[what]"
escape_sequence_start_006a3ca5	narrator	Сверху доносились крики Ханса, возможно, уже по рации вызывающего подмогу.	game/game-scripts/chapters/chapter_1.rpy	1422	narrator "[what]"
escape_sequence_start_0bfb7c82	narrator	Они бежали вниз, перепрыгивая через ступеньки. Сердце Неон колотилось где-то в горле.	game/game-scripts/chapters/chapter_1.rpy	1422	narrator "[what]"
escape_sequence_start_97786f37	narrator	Каждый пролет казался вечностью. Винтовая лестница уходила все глубже, как будто в недра самой горы.	game/game-scripts/chapters/chapter_1.rpy	1422	narrator "[what]"
escape_sequence_start_c8f1e773	alex	Парковка... Нам нужна парковка! Минус второй уровень! Там есть выход к ней!	game/game-scripts/chapters/chapter_1.rpy	1430	alex "[what]"
escape_sequence_start_3126bbce	neon	Моя машина... там...	game/game-scripts/chapters/chapter_1.rpy	1431	neon "[what]"
escape_sequence_start_40894448	narrator	Слова давались ей с трудом. Картина искаженного болью лица Маркуса стояла перед глазами.	game/game-scripts/chapters/chapter_1.rpy	1433	narrator "[what]"
escape_sequence_start_db6da590	narrator	Они выбежали на еще один служебный коридор – холодный, бетонный, с трубами, идущими вдоль стен. Вдалеке завыла сирена.	game/game-scripts/chapters/chapter_1.rpy	1433	narrator "[what]"
escape_sequence_start_1e6b8566	alex	Черт! Они уже подняли тревогу! Быстрее!	game/game-scripts/chapters/chapter_1.rpy	1442	alex "[what]"
escape_sequence_start_06d0a567	narrator	Они бежали, сворачивая по указателям 'P2' и 'Parking Exit'.	game/game-scripts/chapters/chapter_1.rpy	1444	narrator "[what]"
escape_sequence_start_8e92a683	narrator	Алекс все еще крепко держала Неон за руку, буквально таща ее за собой, пока та приходила в себя от шока.	game/game-scripts/chapters/chapter_1.rpy	1444	narrator "[what]"
escape_sequence_start_190a80e6	narrator	Внезапно, на одном из перекрестков коридоров, из-за угла выскочили двое сотрудников службы безопасности в форме.	game/game-scripts/chapters/chapter_1.rpy	1444	narrator "[what]"
escape_sequence_start_ee88316f	narrator	Охранники преградили им путь.	game/game-scripts/chapters/chapter_1.rpy	1456	narrator "[what]"
escape_sequence_start_dbeeaf40	narrator	Алекс резко толкнула Неон в другой коридор	game/game-scripts/chapters/chapter_1.rpy	1456	narrator "[what]"
escape_sequence_start_b866e6ef	alex	Туда! Беги к парковке! Я их задержу!	game/game-scripts/chapters/chapter_1.rpy	1462	alex "[what]"
escape_sequence_start_2e27760b	neon	Алекс, нет!	game/game-scripts/chapters/chapter_1.rpy	1463	neon "[what]"
escape_sequence_start_66ae3776	alex	Беги, говорю! У тебя есть шанс выбраться! Встретимся... потом! Если получится!	game/game-scripts/chapters/chapter_1.rpy	1464	alex "[what]"
escape_sequence_start_c31bcf1c	narrator	Прежде чем Неон успела возразить, Алекс развернулась и с криком бросилась на охранников, пытаясь создать суматоху, выиграть для Неон драгоценные секунды.	game/game-scripts/chapters/chapter_1.rpy	1466	narrator "[what]"
escape_sequence_start_6d399fba	narrator	Неон на мгновение застыла, видя, как Алекс борется с двумя мужчинами, но инстинкт самосохранения и отчаянный взгляд подруги заставили ее бежать дальше.	game/game-scripts/chapters/chapter_1.rpy	1474	narrator "[what]"
escape_sequence_start_e58f602d	narrator	Чувство вины перед Алекс добавилось к уже невыносимому грузу на ее душе. Но она бежала. Бежала, как никогда в жизни.	game/game-scripts/chapters/chapter_1.rpy	1474	narrator "[what]"
escape_sequence_start_7fa91923	narrator	Наконец, впереди показалась тяжелая металлическая дверь с надписью 'Выход на Парковку Р2'.	game/game-scripts/chapters/chapter_1.rpy	1484	narrator "[what]"
escape_sequence_start_a6cb7e6d	narrator	Она с трудом толкнула ее и оказалась в огромном, гулком пространстве подземной парковки.	game/game-scripts/chapters/chapter_1.rpy	1484	narrator "[what]"
escape_sequence_start_8fe154e2	narrator	Парковка была полупустой. Тусклый свет люминесцентных ламп смешивался с последними лучами заходящего солнца, проникавшими через широкие въездные ворота в дальнем конце и вентиляционные решетки под потолком.	game/game-scripts/chapters/chapter_1.rpy	1493	narrator "[what]"
escape_sequence_start_ede25f92	narrator	Горы за пределами комплекса окрасились в багровые тона.	game/game-scripts/chapters/chapter_1.rpy	1493	narrator "[what]"
escape_sequence_start_e03895a6	narrator	Воздух был холодным и пах бетоном, выхлопными газами и сыростью. Звук сирены здесь отдавался гулким эхом.	game/game-scripts/chapters/chapter_1.rpy	1493	narrator "[what]"
escape_sequence_start_a74b7c8f	narrator	Неон лихорадочно оглядывалась, ища глазами свою машину.	game/game-scripts/chapters/chapter_1.rpy	1493	narrator "[what]"
escape_sequence_start_5c303017	narrator	Ее старенькая, но верная красная Mazda 323. Скромная, неприметная – полная противоположность ее научным амбициям.	game/game-scripts/chapters/chapter_1.rpy	1493	narrator "[what]"
escape_sequence_start_952f99d3	narrator	Для нее машина всегда была лишь средством передвижения в этих горах, не более.	game/game-scripts/chapters/chapter_1.rpy	1493	narrator "[what]"
escape_sequence_start_83c96a1d	narrator	В дальнем углу, почти у стены была машина Неон. Она бросилась к ней.	game/game-scripts/chapters/chapter_1.rpy	1493	narrator "[what]"
car_start_sequence_09f841bf	narrator	Дрожащими руками она нажала кнопку на брелоке.	game/game-scripts/chapters/chapter_1.rpy	1516	narrator "[what]"
car_start_sequence_26a9fabc	narrator	Машина пискнула, снимаясь с сигнализации. Неон рванула дверцу и буквально ввалилась на водительское сиденье.	game/game-scripts/chapters/chapter_1.rpy	1516	narrator "[what]"
car_start_sequence_0ea691ae	narrator	В салоне пахло ее духами с нотками бергамота и чем-то еще – едва уловимым запахом старой бумаги от научных журналов, которые она часто возила с собой.	game/game-scripts/chapters/chapter_1.rpy	1524	narrator "[what]"
car_start_sequence_19b38462	narrator	Она судорожно вставила ключ в замок зажигания. Руки тряслись так, что она не сразу попала.	game/game-scripts/chapters/chapter_1.rpy	1524	narrator "[what]"
car_start_sequence_4154798d	narrator	Поворот ключа. Приборная панель ожила, загорелись индикаторы.	game/game-scripts/chapters/chapter_1.rpy	1530	narrator "[what]"
car_start_sequence_349f1bc9	narrator	Еще поворот. Стартер издал знакомый, натужный звук, но двигатель не схватил.	game/game-scripts/chapters/chapter_1.rpy	1532	narrator "[what]"
car_start_sequence_d140b4a3	neon	Давай же! Ну!	game/game-scripts/chapters/chapter_1.rpy	1535	neon @ frustrated "[what]"
car_start_sequence_88ffe2e0	narrator	Снаружи, со стороны въезда на парковку, послышались приближающиеся крики и топот ног. Ее заметили.	game/game-scripts/chapters/chapter_1.rpy	1536	narrator "[what]"
car_start_sequence_4bea8e3a	narrator	Она снова повернула ключ. Тот же результат. Двигатель был холодным, машина долго стояла.	game/game-scripts/chapters/chapter_1.rpy	1540	narrator "[what]"
car_start_sequence_14097b92	narrator	Паника ледяной волной захлестнула ее. Она заперла двери.	game/game-scripts/chapters/chapter_1.rpy	1542	narrator "[what]"
car_start_sequence_2f57a611	narrator	Взгляд метнулся к зеркалу заднего вида. К машине уже бежал охранник.	game/game-scripts/chapters/chapter_1.rpy	1544	narrator "[what]"
car_start_sequence_471b03e3	narrator	Третья попытка. Поворот ключа...	game/game-scripts/chapters/chapter_1.rpy	1545	narrator "[what]"
car_start_sequence_d6d5a5b5	narrator	Двигатель загудел и, наконец, с ревом ожил!	game/game-scripts/chapters/chapter_1.rpy	1547	narrator "[what]"
car_start_sequence_0a411333	neon	Да!	game/game-scripts/chapters/chapter_1.rpy	1549	neon @ proud "[what]"
car_start_sequence_770e6775	narrator	Она быстро сняла машину с ручника, воткнула первую передачу. Нога на педаль газа.	game/game-scripts/chapters/chapter_1.rpy	1550	narrator "[what]"
car_start_sequence_cd8cf82d	narrator	Машина дернулась и с визгом шин рванула с места, едва не задев парковочную колонну.	game/game-scripts/chapters/chapter_1.rpy	1554	narrator "[what]"
car_start_sequence_92b0d095	narrator	А догонявший её охранник, который почти добежал до нее, от страха отскочили в стороны.	game/game-scripts/chapters/chapter_1.rpy	1556	narrator "[what]"
escaping_facility_grounds_dcf3951f	narrator	Неон неслась по подземной парковке. Знакомый маршрут. Каждый день она проезжала здесь, направляясь домой или на работу.	game/game-scripts/chapters/chapter_1.rpy	1567	narrator "[what]"
escaping_facility_grounds_1add7e7c	narrator	Теперь эти бетонные колонны и тусклые лампы казались враждебными.	game/game-scripts/chapters/chapter_1.rpy	1567	narrator "[what]"
escaping_facility_grounds_6043b28b	narrator	Она знала, что главный выезд с подземных уровней ведет в сложную систему наземных дорог комплекса – настоящий лабиринт из перекрестков, служебных проездов и гаражей различных секторов, прежде чем достигнуть основного КПП, выходящего на шоссе.	game/game-scripts/chapters/chapter_1.rpy	1567	narrator "[what]"
escaping_facility_grounds_5073817e	narrator	Из динамиков в потолке тоннеля уже раздавался искаженный голос системы оповещения:	game/game-scripts/chapters/chapter_1.rpy	1567	narrator "[what]"
escaping_facility_grounds_c1f78dab	fcs	{cps=20}Внимание всем постам! Красный автомобиль Mazda, номерной знак{/cps} {cps=1.5}ZG-34812,{/cps} {cps=20}покинул парковку Р2 без разрешения. Водитель – доктор Неон. Задержать! Повторяю, немедленно задержать!{/cps}	game/game-scripts/chapters/chapter_1.rpy	1580	fcs "[what]"
escaping_facility_grounds_6d78f17f	neon	Черт...	game/game-scripts/chapters/chapter_1.rpy	1586	neon "[what]"
escaping_facility_grounds_d9291698	narrator	Она вылетела из подземного уровня на поверхность. Закат окрасил небо в тревожные багрово-оранжевые тона. Горные пики отбрасывали длинные тени на территорию комплекса.	game/game-scripts/chapters/chapter_1.rpy	1587	narrator "[what]"
escaping_facility_grounds_91996b56	narrator	Впереди – первый внутренний КПП, который она обычно проезжала, просто махнув пропуском.	game/game-scripts/chapters/chapter_1.rpy	1590	narrator "[what]"
escaping_facility_grounds_7e75f0bf	narrator	Сейчас шлагбаум был опущен, а рядом с будкой стоял охранник, уже предупрежденный по рации.	game/game-scripts/chapters/chapter_1.rpy	1590	narrator "[what]"
escaping_facility_grounds_9720eee7	narrator	Неон не сбавила скорость. Охранник, увидев ее решимость, успел отскочить в сторону за секунду до того, как ее Mazda снесла шлагбаум.	game/game-scripts/chapters/chapter_1.rpy	1596	narrator "[what]"
escaping_facility_grounds_c97c5061	narrator	Она мчалась по знакомым дорожкам, но теперь каждый поворот мог скрывать опасность.	game/game-scripts/chapters/chapter_1.rpy	1601	narrator "[what]"
escaping_facility_grounds_bc6f0858	narrator	В зеркале заднего вида она увидела, как со стороны одного из гаражей выезжает тяжелый внедорожник службы безопасности – черный, массивный, похожий на Хамви.	game/game-scripts/chapters/chapter_1.rpy	1601	narrator "[what]"
escaping_facility_grounds_950bb579	narrator	Погоня началась.	game/game-scripts/chapters/chapter_1.rpy	1609	narrator "[what]"
escaping_facility_grounds_f0e2c5ff	narrator	Неон петляла между зданиями лабораторий и административных корпусов.	game/game-scripts/chapters/chapter_1.rpy	1611	narrator "[what]"
escaping_facility_grounds_13c340e8	narrator	Вот ангары технической службы, вот сектор биологических исследований. Она знала этот маршрут как свои пять пальцев.	game/game-scripts/chapters/chapter_1.rpy	1611	narrator "[what]"
escaping_facility_grounds_30f827aa	narrator	Ей нужно было добраться до узкого моста через горный ручей – это единственная дорога к главному КПП.	game/game-scripts/chapters/chapter_1.rpy	1611	narrator "[what]"
escaping_facility_grounds_5c53aaaa	narrator	Внедорожник охраны неотступно следовал за ней, его мощный двигатель ревел, сокращая дистанцию на прямых участках.	game/game-scripts/chapters/chapter_1.rpy	1611	narrator "[what]"
escaping_facility_grounds_b610a507	narrator	Впереди показался мост – узкий, однополосный, с низкими каменными ограждениями. Под ним шумел весенний ручей, несущий талые воды с гор.	game/game-scripts/chapters/chapter_1.rpy	1622	narrator "[what]"
escaping_facility_grounds_6acf1317	narrator	И тут она увидела их. На другой стороне моста, блокируя выезд, стоял еще один такой же внедорожник охраны. Засада.	game/game-scripts/chapters/chapter_1.rpy	1624	narrator "[what]"
escaping_facility_grounds_1a3b389e	neon	Черт! Они перекрыли путь!	game/game-scripts/chapters/chapter_1.rpy	1627	neon "[what]"
escaping_facility_grounds_204b298f	narrator	Сзади напирал первый внедорожник. Она оказалась в ловушке.	game/game-scripts/chapters/chapter_1.rpy	1628	narrator "[what]"
escaping_facility_grounds_01a13989	narrator	Неон резко вывернула руль влево, съезжая с дороги прямо перед мостом, на каменистый берег ручья. Машина подпрыгнула, днищем чиркнув о камни.	game/game-scripts/chapters/chapter_1.rpy	1628	narrator "[what]"
escaping_facility_grounds_ca365235	narrator	Это было безумие, но другого выхода не было. Она попытается проехать вдоль ручья, под мостом, и выскочить с другой стороны, обойдя засаду.	game/game-scripts/chapters/chapter_1.rpy	1635	narrator "[what]"
escaping_facility_grounds_0ecad218	narrator	Ее маленькая Mazda отчаянно боролась с бездорожьем. Камни летели из-под колес. Внедорожники охраны остановились на дороге у моста – им здесь было не проехать.	game/game-scripts/chapters/chapter_1.rpy	1637	narrator "[what]"
escaping_facility_grounds_f38323f5	narrator	Неон проехала под мостом. Вода ручья была неглубокой, но течение сильным. Машину немного сносило.	game/game-scripts/chapters/chapter_1.rpy	1640	narrator "[what]"
escaping_facility_grounds_1dc92844	narrator	Она выбралась на другой берег, снова на дорогу, уже за спиной у второго внедорожника. Они не ожидали такого маневра!	game/game-scripts/chapters/chapter_1.rpy	1642	narrator "[what]"
escaping_facility_grounds_56ecc40d	narrator	Теперь, Неон направилась к главному КПП. Он был уже виден вдалеке – массивные ворота, здание охраны, несколько шлагбаумов.	game/game-scripts/chapters/chapter_1.rpy	1644	narrator "[what]"
escaping_facility_grounds_b68db714	narrator	Но и там ее ждал сюрприз. Ворота были почти полностью закрыты, оставлен лишь узкий проезд, и перед ними – 'ежи' из сваренных рельсов и несколько других противотаранных заграждений.	game/game-scripts/chapters/chapter_1.rpy	1646	narrator "[what]"
escaping_facility_grounds_dfe344fa	narrator	Рядом суетились охранники, некоторые с оружием.	game/game-scripts/chapters/chapter_1.rpy	1648	narrator "[what]"
escaping_facility_grounds_321cca80	neon	Они все перекрыли...	game/game-scripts/chapters/chapter_1.rpy	1650	neon "[what]"
escaping_facility_grounds_689f72f4	narrator	Но тут она заметила кое-что.	game/game-scripts/chapters/chapter_1.rpy	1651	narrator "[what]"
escaping_facility_grounds_ad5a4580	narrator	Сбоку от главного въезда, где обычно стояли мусорные контейнеры и проходила техническая колея для уборочных машин, ограждение было ниже – обычный сетчатый забор, а не бетонная стена.	game/game-scripts/chapters/chapter_1.rpy	1651	narrator "[what]"
escaping_facility_grounds_56fecc48	narrator	Это был ее последний шанс. Она резко свернула с дороги, направляя машину прямо на этот забор.	game/game-scripts/chapters/chapter_1.rpy	1651	narrator "[what]"
escaping_facility_grounds_f2d0ad79	narrator	Передние колеса подпрыгнули на бордюре. Раздался скрежет и треск – Mazda протаранила сетчатое ограждение, сминая его и вырываясь на узкую полоску земли за пределами официальной территории, но еще не на шоссе.	game/game-scripts/chapters/chapter_1.rpy	1660	narrator "[what]"
escaping_facility_grounds_1da77493	narrator	Она оказалась на крутом, заросшем травой склоне, ведущем вниз, к шоссе, которое виднелось метрах в пятидесяти ниже.	game/game-scripts/chapters/chapter_1.rpy	1663	narrator "[what]"
escaping_facility_grounds_6580bade	narrator	Машина неуправляемо покатилась вниз, подпрыгивая на кочках, ветки кустов хлестали по лобовому стеклу. Неон отчаянно крутила руль, пытаясь не перевернуться.	game/game-scripts/chapters/chapter_1.rpy	1665	narrator "[what]"
escaping_facility_grounds_6366e189	narrator	Сзади, с территории комплекса, эхом доносились какие-то короткие, злые хлопки. Фейерверки?	game/game-scripts/chapters/chapter_1.rpy	1669	narrator "[what]"
escaping_facility_grounds_c88a4e7f	narrator	Что-то со свистом рвали воздух где-то совсем рядом, заставляя ее инстинктивно вжаться в кресло.	game/game-scripts/chapters/chapter_1.rpy	1669	narrator "[what]"
escaping_facility_grounds_cb4b3286	narrator	Заднее часть автомобиля как-то странно подпрыгнуло и пронесло с пронзительным хлопком и последующим продолжительным свистом, как будто машина наткнулась на большой камень, каким-то образом оказавшийся сзади.	game/game-scripts/chapters/chapter_1.rpy	1669	narrator "[what]"
escaping_facility_grounds_80a89c6f	narrator	Но сейчас Неон не думала об этом, сейчас главное для неё вырулить, справиться с управлением, убеж- {nw}	game/game-scripts/chapters/chapter_1.rpy	1669	narrator "[what]"
escaping_facility_grounds_83616a68	narrator	Резко, она перевернулась и вылетела боком на темное полотно шоссе.	game/game-scripts/chapters/chapter_1.rpy	1681	narrator "[what]"
escaping_facility_grounds_6c062dc7	narrator	Прямо под слепящие огни чего-то огромного, неумолимо несущегося из сумрака.	game/game-scripts/chapters/chapter_1.rpy	1681	narrator "[what]"
escaping_facility_grounds_168d28cf	narrator	Два безжалостных глаза-прожектора впились в нее, парализуя волю.	game/game-scripts/chapters/chapter_1.rpy	1689	narrator "[what]"
escaping_facility_grounds_063a9f84	narrator	Мир схлопнулся до этого ослепляющего, всепоглощающего белого света.	game/game-scripts/chapters/chapter_1.rpy	1689	narrator "[what]"
escaping_facility_grounds_db4ceb9e	narrator	Инстинкт заставил ее зажмуриться, вскинуть руки, но это было все равно что пытаться остановить лавину ладонями.	game/game-scripts/chapters/chapter_1.rpy	1689	narrator "[what]"
escaping_facility_grounds_f7cdd1f6	narrator_nvl	Время растянулось, превратившись в вязкую, удушающую массу. А затем – хаос звуков.	game/game-scripts/chapters/chapter_1.rpy	1705	narrator_nvl "[what]"
escaping_facility_grounds_e0f4701c	narrator_nvl	Оглушительный, многослойный грохот. Тяжелый удар, от которого содрогнулась земля под ее машиной.	game/game-scripts/chapters/chapter_1.rpy	1705	narrator_nvl "[what]"
escaping_facility_grounds_5aeed67c	narrator_nvl	Скрежет рвущегося металла. Звон рассыпающегося стекла.	game/game-scripts/chapters/chapter_1.rpy	1705	narrator_nvl "[what]"
escaping_facility_grounds_6df3011d	narrator_nvl	Что-то огромное и тяжелое с оглушительным стуком рухнуло где-то совсем рядом.	game/game-scripts/chapters/chapter_1.rpy	1705	narrator_nvl "[what]"
escaping_facility_grounds_4f422f98	narrator_nvl	Белизна... Она все еще перед глазами, даже сквозь закрытые веки. Пульсирует. И этот звон... откуда он? Такой высокий, чистый.	game/game-scripts/chapters/chapter_1.rpy	1705	narrator_nvl "[what]"
escaping_facility_grounds_1f182f6d	narrator_nvl	Неужели это... конец? Тот самый 'свет в конце тоннеля'? Это он так ощущается? Невесомость... Тело будто плывет.	game/game-scripts/chapters/chapter_1.rpy	1705	narrator_nvl "[what]"
escaping_facility_grounds_bd10e3cb	narrator_nvl	Запах... резкий, едкий. И что-то еще... сладковатое? Как... цветы? Нет... химия. Дизель. И еще... что-то металлическое.	game/game-scripts/chapters/chapter_1.rpy	1705	narrator_nvl "[what]"
chapter2_act1_false_memories_daa83bc9	narrator	Сознание вернулось резким, болезненным рывком. Голова гудела, а в ушах стоял непрекращающийся звон. Ослепляющий свет фар сменился миганием оранжевых аварийных огней грузовика.	game/game-scripts/chapters/chapter_2.rpy	14	narrator "[what]"
chapter2_act1_false_memories_df3ae46b	narrator	Он замер в нескольких сантиметрах от ее двери, огромный и угрожающий даже в неподвижности. Его прицеп был разорван, а по дороге был разбросан груз – ящики, какие-то мешки, обломки.	game/game-scripts/chapters/chapter_2.rpy	14	narrator "[what]"
chapter2_act1_false_memories_649c2f24	narrator	Из кабины доносились яростные крики водителя. Неон не понимала слов, но в них слышался страх и гнев.	game/game-scripts/chapters/chapter_2.rpy	14	narrator "[what]"
chapter2_act1_false_memories_593f7dba	narrator	Она выжила. Но надолго ли?	game/game-scripts/chapters/chapter_2.rpy	23	narrator "[what]"
chapter2_act1_false_memories_5452f7b9	narrator	Первая мысль, ясная и острая, как осколок стекла: 'Бежать'. Сейчас сюда приедет полиция, разбираться с аварией. И тогда – конец. Проверка документов, ее лицо в базе данных... ловушка захлопнется.	game/game-scripts/chapters/chapter_2.rpy	23	narrator "[what]"
chapter2_act1_false_memories_37b717cd	narrator	Она судорожно повернула ключ. Двигатель, на удивление, завелся с первого раза, взревев от протеста.	game/game-scripts/chapters/chapter_2.rpy	29	narrator "[what]"
chapter2_act1_false_memories_eb22e77a	narrator	Не обращая внимания на крики водителя фуры, она вдавила педаль газа в пол.	game/game-scripts/chapters/chapter_2.rpy	35	narrator "[what]"
chapter2_act1_false_memories_3a22ee63	narrator	Машина отчаянно виляла.	game/game-scripts/chapters/chapter_2.rpy	35	narrator "[what]"
chapter2_act1_false_memories_1a7277cf	narrator	Заднее правое колесо... прострелено. Оно спустило, и теперь каждый оборот отдавался глухой, ритмичной бултыхающейся дрожью. Но она ехала.	game/game-scripts/chapters/chapter_2.rpy	35	narrator "[what]"
chapter2_act1_false_memories_2daddd08	narrator	Она неслась по темному шоссе, уносясь прочь от хаоса.	game/game-scripts/chapters/chapter_2.rpy	47	narrator "[what]"
chapter2_act1_false_memories_d1f354a5	narrator	Небо окончательно почернело, и первые капли дождя забарабанили по крыше.	game/game-scripts/chapters/chapter_2.rpy	47	narrator "[what]"
chapter2_act1_false_memories_1e818100	narrator	Ледяной ветер врывался в салон через зияющую дыру на месте заднего стекла. Холод пробирал до костей. Она не могла позволить себе думать о том, что произошло. О Маркусе. О Алекс. О том, что она сделала.	game/game-scripts/chapters/chapter_2.rpy	47	narrator "[what]"
chapter2_act1_false_memories_b08cd86c	neon	Зато... обзор сзади стал лучше...	game/game-scripts/chapters/chapter_2.rpy	56	neon "[what]"
chapter2_act1_false_memories_f70785a0	narrator	Сквозь зубы, говорила неон. Это горькая шутка не вызвала даже тени улыбки	game/game-scripts/chapters/chapter_2.rpy	57	narrator "[what]"
chapter2_act1_false_memories_3c5db44f	narrator	Она ехала, пока огни места аварии не скрылись за поворотом.	game/game-scripts/chapters/chapter_2.rpy	57	narrator "[what]"
chapter2_act1_false_memories_0ad3b8e9	narrator	Свернув на менее оживленную дорогу, она заехала на обочину под сенью деревьев и заглушила двигатель.	game/game-scripts/chapters/chapter_2.rpy	57	narrator "[what]"
chapter2_act1_false_memories_1cae2fc6	narrator	Тишина. Только стук дождя и ее собственное прерывистое дыхание. Первым делом – Алекс.	game/game-scripts/chapters/chapter_2.rpy	66	narrator "[what]"
chapter2_act1_false_memories_885683be	narrator	Дрожащими пальцами она достала телефон. Батарея – 9 процентов. Она нашла контакт 'Алекс' и нажала вызов.	game/game-scripts/chapters/chapter_2.rpy	66	narrator "[what]"
chapter2_act1_false_memories_d98aa4eb	narrator	Длинные, мучительные гудки. И вот, на экране телефона появились цифры длительности разговора.	game/game-scripts/chapters/chapter_2.rpy	74	narrator "[what]"
chapter2_act1_false_memories_508ec0a6	neon	Алло, Алекс?	game/game-scripts/chapters/chapter_2.rpy	75	neon "[what]"
chapter2_act1_false_memories_904e4e56	narrator	Сказала, она, но женский голос, не похожий на Алекс, перебил её.	game/game-scripts/chapters/chapter_2.rpy	76	narrator "[what]"
